n,id,loan_amnt,installment,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,total_rec_int,application_type,dti_joint,all_util,total_rev_hi_lim
326,39269927,12000.0,281.16,1 year,RENT,26400.0,Source Verified,Current,debt_consolidation,MI,32.23,0.0,Mar-1998,1470.69,INDIVIDUAL,,,14300.0
327,15681601,3200.0,107.04,3 years,RENT,42000.0,Source Verified,Fully Paid,credit_card,AL,27.23,0.0,Dec-2009,363.72,INDIVIDUAL,,,6900.0
328,40391181,24525.0,663.35,< 1 year,RENT,75000.0,Verified,Current,debt_consolidation,CA,38.85,0.0,Oct-2001,4452.49,INDIVIDUAL,,,23000.0
329,60326011,5750.0,188.23,10+ years,RENT,25000.0,Source Verified,Current,debt_consolidation,CT,38.55,1.0,Oct-1998,199.64,INDIVIDUAL,,,13600.0
330,41099400,35000.0,893.54,10+ years,MORTGAGE,107000.0,Verified,Current,debt_consolidation,CT,18.66,0.0,Jan-1995,5467.85,INDIVIDUAL,,,65500.0
331,40583162,28000.0,636.95,7 years,MORTGAGE,80000.0,Source Verified,Current,debt_consolidation,MD,25.28,0.0,Nov-2002,3088.33,INDIVIDUAL,,,13300.0
332,483485,25000.0,,2 years,MORTGAGE,216000.0,Verified,Fully Paid,credit_card,MA,14.23,0.0,Jan-1985,6650.95,INDIVIDUAL,,,
333,21541172,27000.0,850.95,9 years,MORTGAGE,250000.0,Source Verified,Fully Paid,debt_consolidation,TX,4.45,0.0,Feb-1994,2031.13,INDIVIDUAL,,,67100.0
334,65322326,15300.0,,10+ years,MORTGAGE,75000.0,Verified,Current,debt_consolidation,FL,29.76,0.0,Mar-2003,372.69,INDIVIDUAL,,,22100.0
335,61333730,10500.0,235.11,4 years,RENT,56400.0,Verified,Current,other,CA,19.57,0.0,Sep-1992,300.76,INDIVIDUAL,,,47500.0
336,1280531,7500.0,261.13,2 years,OWN,35000.0,Source Verified,Fully Paid,debt_consolidation,OK,20.81,0.0,Oct-1996,1691.84,INDIVIDUAL,,,
337,66350201,35000.0,892.59,10+ years,MORTGAGE,112000.0,Verified,Current,debt_consolidation,NY,22.42,2.0,Aug-2002,495.44,INDIVIDUAL,,,93175.0
338,3497325,21000.0,513.93,10+ years,MORTGAGE,312000.0,Source Verified,Fully Paid,home_improvement,AZ,4.87,0.0,Mar-2000,5447.47,INDIVIDUAL,,,
339,60515349,27000.0,,6 years,MORTGAGE,130000.0,Verified,Current,debt_consolidation,OK,16.86,0.0,Jun-1998,532.38,INDIVIDUAL,,,56200.0
340,61361790,1500.0,,5 years,MORTGAGE,46000.0,Source Verified,Current,home_improvement,OH,15.24,0.0,Sep-2007,41.26,INDIVIDUAL,,,11200.0
341,1223579,11750.0,357.62,6 years,RENT,29985.0,Verified,Fully Paid,debt_consolidation,CA,16.21,0.0,Aug-1996,1123.99,INDIVIDUAL,,,
342,63485517,15000.0,512.6,3 years,RENT,48000.0,Source Verified,Current,credit_card,NY,21.93,0.0,Mar-2008,334.15,INDIVIDUAL,,,11600.0
343,42364917,23475.0,809.76,10+ years,MORTGAGE,47000.0,Verified,Current,debt_consolidation,CA,21.48,0.0,Apr-2002,2323.6,INDIVIDUAL,,,104500.0
344,46784593,16000.0,372.21,n/a,MORTGAGE,82000.0,Verified,Current,debt_consolidation,TX,32.28,0.0,Jan-2006,1417.78,INDIVIDUAL,,,
345,11655925,7500.0,256.92,10+ years,MORTGAGE,95000.0,Not Verified,Current,debt_consolidation,VT,29.35,0.0,Oct-1991,1449.69,INDIVIDUAL,,,79100.0
346,5555844,6000.0,218.4,9 years,RENT,44000.0,Not Verified,Fully Paid,debt_consolidation,SC,20.37,1.0,Nov-2000,1530.02,INDIVIDUAL,,,9100.0
347,50587803,16000.0,502.72,3 years,MORTGAGE,120000.0,Source Verified,Current,small_business,NC,26.89,0.0,Dec-2004,699.2,INDIVIDUAL,,,24800.0
348,33591543,5400.0,169.7,10+ years,RENT,84000.0,Verified,Fully Paid,home_improvement,CT,16.26,3.0,Sep-2002,161.63,INDIVIDUAL,,,26600.0
349,48172086,16775.0,,4 years,MORTGAGE,42000.0,Source Verified,Current,debt_consolidation,TX,34.54,1.0,Apr-1998,2001.76,INDIVIDUAL,,,13300.0
350,44554273,16200.0,327.63,4 years,,70000.0,Verified,Current,debt_consolidation,NY,5.49,0.0,Nov-2001,857.03,INDIVIDUAL,,,28200.0
351,17973949,12800.0,447.55,7 years,RENT,40000.0,Source Verified,Current,debt_consolidation,NH,34.35,3.0,May-1998,2489.89,INDIVIDUAL,,,21000.0
352,8158315,13875.0,,n/a,OWN,56400.0,Source Verified,Fully Paid,credit_card,NY,18.14,1.0,Jun-1981,2131.78,INDIVIDUAL,,,24500.0
353,51255664,14975.0,372.09,3 years,MORTGAGE,80548.0,Verified,Current,debt_consolidation,WV,,0.0,Oct-1984,1407.15,INDIVIDUAL,,,
354,67378462,5275.0,175.19,< 1 year,RENT,31200.0,Not Verified,Current,debt_consolidation,AR,18.35,0.0,Oct-2005,0.0,INDIVIDUAL,,57.7,11800.0
355,1405233,19750.0,666.51,6 years,MORTGAGE,50000.0,Verified,Charged Off,debt_consolidation,FL,20.83,0.0,Feb-1998,2089.96,INDIVIDUAL,,,
356,2371433,18000.0,454.84,10+ years,MORTGAGE,54000.0,Verified,Charged Off,credit_card,AL,25.24,1.0,Dec-1993,6174.35,INDIVIDUAL,,,
357,44845607,20000.0,614.62,10+ years,RENT,70000.0,Source Verified,Current,debt_consolidation,CA,28.55,0.0,Sep-2005,892.4,INDIVIDUAL,,,
358,53454546,18000.0,,4 years,RENT,41000.0,Not Verified,Current,debt_consolidation,FL,19.41,1.0,Jul-2004,674.14,INDIVIDUAL,,,8200.0
359,57754296,4000.0,125.15,10+ years,RENT,60000.0,Source Verified,Current,debt_consolidation,NY,6.08,3.0,Nov-2003,97.77,INDIVIDUAL,,,10900.0
360,66445711,14000.0,441.17,2 years,RENT,72500.0,Verified,Current,credit_card,VA,23.66,2.0,Aug-2000,91.25,INDIVIDUAL,,,20700.0
361,38429334,10000.0,349.55,< 1 year,OWN,52000.0,Verified,Current,debt_consolidation,CA,17.59,0.0,Aug-2003,1353.62,INDIVIDUAL,,,32600.0
362,3454593,10000.0,343.39,1 year,RENT,30000.0,Not Verified,Charged Off,credit_card,CA,9.96,0.0,Feb-2002,1713.01,INDIVIDUAL,,,8700.0
363,63285972,20000.0,677.07,< 1 year,RENT,100000.0,Not Verified,Current,other,NY,6.79,1.0,Aug-2011,420.88,INDIVIDUAL,,,6600.0
364,54838141,10800.0,334.76,8 years,MORTGAGE,40000.0,Not Verified,Current,credit_card,IN,33.81,0.0,Dec-2003,321.0,INDIVIDUAL,,,27300.0
365,41419385,20000.0,659.81,6 years,,60000.0,Verified,Current,credit_card,GA,25.33,0.0,Nov-2000,1688.58,INDIVIDUAL,,,44600.0
366,65837053,12000.0,408.22,7 years,RENT,25000.0,Verified,Current,debt_consolidation,WA,38.06,0.0,Dec-2001,127.59,INDIVIDUAL,,,30800.0
367,4295153,10800.0,370.86,8 years,RENT,57876.0,Verified,Fully Paid,debt_consolidation,TX,22.51,0.0,Apr-2004,1051.81,INDIVIDUAL,,,25938.0
368,12625349,16200.0,587.71,1 year,RENT,65000.0,Not Verified,Current,debt_consolidation,CA,17.93,0.0,Sep-1997,4090.23,INDIVIDUAL,,,12800.0
369,40542248,15000.0,351.44,3 years,RENT,34000.0,Not Verified,Current,debt_consolidation,WA,25.98,1.0,Nov-2007,1826.45,INDIVIDUAL,,,32500.0
370,9754940,30000.0,733.38,10+ years,MORTGAGE,137000.0,Verified,Current,home_improvement,NY,7.63,0.0,Sep-1996,8672.05,INDIVIDUAL,,,40400.0
371,58200848,23900.0,,10+ years,MORTGAGE,52000.0,Source Verified,Current,debt_consolidation,PA,17.75,0.0,Oct-1994,1443.89,INDIVIDUAL,,,30600.0
372,42297812,13000.0,406.72,10+ years,MORTGAGE,56000.0,Not Verified,Current,debt_consolidation,OH,29.73,0.0,Aug-1994,752.32,INDIVIDUAL,,,41700.0
373,3292990,7500.0,249.54,3 years,RENT,96000.0,Not Verified,Fully Paid,debt_consolidation,GA,5.54,0.0,Mar-1994,1159.38,INDIVIDUAL,,,8200.0
374,64957912,21000.0,692.4,8 years,OWN,150000.0,Source Verified,Current,credit_card,MO,26.3,0.0,May-2003,370.64,INDIVIDUAL,,,
375,54494358,20000.0,506.35,10+ years,MORTGAGE,70000.0,Verified,Current,debt_consolidation,MA,22.46,0.0,Nov-2010,1582.67,INDIVIDUAL,,,30600.0
376,28714493,27000.0,,10+ years,MORTGAGE,82000.0,Source Verified,Current,credit_card,IL,,6.0,Jun-1971,1971.49,INDIVIDUAL,,,40000.0
377,31217501,35000.0,1115.77,10+ years,MORTGAGE,120000.0,Verified,Current,debt_consolidation,CA,11.37,0.0,Jan-1993,3272.49,INDIVIDUAL,,,
378,12315447,10200.0,356.65,10+ years,MORTGAGE,72000.0,Source Verified,Current,debt_consolidation,GA,13.58,0.0,May-2000,2183.93,INDIVIDUAL,,,30300.0
379,34342131,16000.0,539.03,< 1 year,,50000.0,Verified,Current,debt_consolidation,NJ,10.18,0.0,Nov-2001,2036.8,INDIVIDUAL,,,
380,5779209,28000.0,979.02,10+ years,MORTGAGE,110000.0,Verified,Fully Paid,credit_card,MD,31.97,1.0,Sep-1969,4613.32,INDIVIDUAL,,,48700.0
381,5782621,14000.0,429.86,3 years,RENT,188000.0,Verified,Current,debt_consolidation,NY,9.6,0.0,Aug-1984,1424.58,INDIVIDUAL,,,95100.0
382,62265241,5200.0,174.44,4 years,OWN,33000.0,Source Verified,Current,debt_consolidation,NM,5.53,0.0,Oct-1999,101.39,INDIVIDUAL,,,5200.0
383,21581054,16000.0,494.92,5 years,MORTGAGE,80000.0,Not Verified,Current,credit_card,NM,20.62,0.0,Jan-1995,1281.33,INDIVIDUAL,,,46600.0
384,464664,25000.0,836.66,10+ years,MORTGAGE,84000.0,Not Verified,Fully Paid,debt_consolidation,GA,13.63,0.0,Sep-1992,5027.99,INDIVIDUAL,,,
385,725989,8000.0,242.62,10+ years,,89440.0,Source Verified,Fully Paid,home_improvement,NJ,26.54,0.0,Jun-1983,732.05,INDIVIDUAL,,,
386,40888463,6000.0,196.41,n/a,OWN,17000.0,Verified,Current,credit_card,AZ,16.38,0.0,Jun-1989,479.08,INDIVIDUAL,,,
387,17562914,16000.0,517.41,10+ years,RENT,125000.0,Source Verified,Current,debt_consolidation,FL,10.92,0.0,May-2005,1991.3,INDIVIDUAL,,,
388,2365034,16000.0,383.25,10+ years,MORTGAGE,103000.0,Verified,Current,debt_consolidation,DC,18.27,0.0,Apr-1992,5665.54,INDIVIDUAL,,,24200.0
389,14459174,10000.0,,10+ years,MORTGAGE,78000.0,Not Verified,Current,debt_consolidation,DE,15.82,0.0,Jan-1999,1442.41,INDIVIDUAL,,,31400.0
390,52056627,18000.0,391.28,4 years,MORTGAGE,44460.0,Source Verified,Current,debt_consolidation,IL,14.09,1.0,Oct-1988,1098.74,INDIVIDUAL,,,
391,49663161,11700.0,336.52,4 years,OWN,32500.0,Source Verified,Current,debt_consolidation,OH,16.17,0.0,Dec-2001,1553.79,INDIVIDUAL,,,29100.0
392,3497009,35000.0,985.67,10+ years,MORTGAGE,91945.0,Verified,Current,debt_consolidation,NC,15.92,0.0,Jun-1986,18550.36,INDIVIDUAL,,,
393,66553044,10000.0,340.18,6 years,MORTGAGE,280000.0,Verified,Current,other,KS,26.46,1.0,Sep-2004,98.73,INDIVIDUAL,,,65300.0
394,26549511,15000.0,507.95,2 years,,50000.0,Not Verified,Fully Paid,debt_consolidation,NJ,29.98,0.0,Jun-2000,1689.36,INDIVIDUAL,,,
395,27561142,11000.0,337.09,< 1 year,MORTGAGE,69000.0,Not Verified,Current,credit_card,SC,13.84,0.0,Oct-1992,767.08,INDIVIDUAL,,,34400.0
396,3925348,4000.0,137.36,1 year,RENT,40000.0,Not Verified,Current,debt_consolidation,CA,19.53,0.0,Jun-2007,934.99,INDIVIDUAL,,,41600.0
397,66085078,24000.0,564.43,9 years,OWN,70000.0,Source Verified,Current,debt_consolidation,WV,5.76,0.0,Jan-2002,270.29,INDIVIDUAL,,,22100.0
398,29094208,13000.0,440.22,n/a,MORTGAGE,33600.0,Verified,Current,home_improvement,PA,30.14,2.0,Jul-1996,1797.23,INDIVIDUAL,,,23100.0
399,41161776,10000.0,305.99,10+ years,MORTGAGE,57000.0,Not Verified,Current,medical,WA,16.19,0.0,Aug-2000,463.97,INDIVIDUAL,,,117300.0
400,7048231,11100.0,304.06,3 years,RENT,32000.0,Verified,Charged Off,credit_card,OK,21.9,0.0,Apr-1999,199.56,INDIVIDUAL,,,33500.0
401,33330588,10000.0,324.98,5 years,,47000.0,Not Verified,Current,credit_card,NJ,24.96,0.0,Jun-2005,1022.25,INDIVIDUAL,,,17000.0
402,49503253,10000.0,251.61,10+ years,RENT,40000.0,Source Verified,Current,debt_consolidation,WI,16.05,0.0,Jun-2002,1117.16,INDIVIDUAL,,,26300.0
403,26399934,29850.0,1102.05,6 years,MORTGAGE,68000.0,Verified,Fully Paid,credit_card,MI,8.61,0.0,Mar-1997,5515.64,INDIVIDUAL,,,
404,57285910,25000.0,774.91,9 years,MORTGAGE,72000.0,Source Verified,Current,debt_consolidation,NH,17.52,2.0,Oct-1987,698.12,INDIVIDUAL,,,38500.0
405,40962397,18000.0,391.28,10+ years,MORTGAGE,48230.0,Not Verified,Current,debt_consolidation,CT,12.64,1.0,Aug-1995,1396.39,INDIVIDUAL,,,73100.0
406,60366723,10000.0,,9 years,RENT,60000.0,Verified,Current,debt_consolidation,FL,10.6,0.0,Feb-2005,268.68,INDIVIDUAL,,,27700.0
407,8364713,24175.0,735.78,1 year,MORTGAGE,80000.0,Verified,Current,debt_consolidation,CA,1.16,0.0,Jan-2002,2113.71,INDIVIDUAL,,,58700.0
408,3155438,17000.0,459.91,3 years,RENT,50400.0,Verified,Current,credit_card,FL,30.87,0.0,Dec-1995,8344.88,INDIVIDUAL,,,19400.0
409,13468133,15950.0,506.47,8 years,MORTGAGE,69850.0,Verified,Fully Paid,debt_consolidation,MA,19.33,0.0,Feb-2002,666.16,INDIVIDUAL,,,15400.0
410,61523465,11000.0,379.44,4 years,OWN,23000.0,Source Verified,Current,debt_consolidation,AL,17.54,1.0,Sep-1998,371.48,INDIVIDUAL,,,21500.0
411,16441753,2875.0,96.86,< 1 year,RENT,22500.0,Verified,Current,credit_card,CA,6.08,0.0,Mar-2008,431.81,INDIVIDUAL,,,
412,17272971,12000.0,374.33,10+ years,MORTGAGE,110000.0,Source Verified,Fully Paid,credit_card,CA,16.91,1.0,Aug-1987,1112.19,INDIVIDUAL,,,126900.0
413,57186064,12650.0,,10+ years,MORTGAGE,105000.0,Source Verified,Current,debt_consolidation,CT,9.34,0.0,Dec-1983,543.42,INDIVIDUAL,,,24300.0
414,5629650,25000.0,882.51,1 year,,120000.0,Verified,Charged Off,debt_consolidation,CA,19.49,0.0,Jun-2004,5319.19,INDIVIDUAL,,,17700.0
415,34391988,14400.0,293.3,10+ years,MORTGAGE,60000.0,Verified,Current,debt_consolidation,OH,14.3,0.0,Jan-1986,1244.88,INDIVIDUAL,,,31000.0
416,68523379,35000.0,,3 years,MORTGAGE,110900.0,Source Verified,Issued,credit_card,CA,34.02,0.0,Sep-1994,0.0,INDIVIDUAL,,63.6,54100.0
417,38434264,12000.0,408.16,10+ years,MORTGAGE,51550.0,Source Verified,Current,debt_consolidation,NC,,0.0,Jul-2002,1418.12,INDIVIDUAL,,,29900.0
418,10123127,5000.0,172.04,6 years,MORTGAGE,45000.0,Source Verified,Fully Paid,other,VA,29.81,4.0,May-1997,443.67,INDIVIDUAL,,,5900.0
419,20769892,24425.0,934.7,10+ years,OWN,65000.0,Verified,Fully Paid,credit_card,IN,19.02,0.0,Sep-1999,4982.12,INDIVIDUAL,,,43300.0
420,548241,25000.0,849.72,9 years,RENT,54000.0,Verified,Charged Off,debt_consolidation,OR,16.31,0.0,Dec-1994,2105.15,INDIVIDUAL,,,
421,44077283,30000.0,967.88,10+ years,MORTGAGE,110000.0,Source Verified,Current,home_improvement,OR,8.6,0.0,Apr-1984,1994.99,INDIVIDUAL,,,23300.0
422,51115437,10000.0,354.3,5 years,MORTGAGE,40872.0,Source Verified,Current,other,CA,6.93,0.0,Feb-2010,882.9,INDIVIDUAL,,,10300.0
423,8996311,6000.0,204.11,< 1 year,MORTGAGE,72000.0,Source Verified,Current,other,NY,27.73,0.0,Oct-2001,1201.53,INDIVIDUAL,,,22400.0
424,3699665,16000.0,524.89,7 years,MORTGAGE,70000.0,Verified,Fully Paid,debt_consolidation,IL,21.6,0.0,May-1999,2831.25,INDIVIDUAL,,,35199.0
425,65945454,10000.0,321.55,n/a,MORTGAGE,50000.0,Verified,Current,debt_consolidation,IN,27.65,0.0,Feb-2003,70.49,INDIVIDUAL,,,24600.0
426,66542360,16000.0,333.46,7 years,MORTGAGE,104000.0,Not Verified,Current,credit_card,NJ,20.52,0.0,Aug-1983,114.12,INDIVIDUAL,,,67300.0
427,9837150,30000.0,1018.5,1 year,RENT,105000.0,Verified,Current,debt_consolidation,MA,15.75,0.0,Sep-2007,5815.26,INDIVIDUAL,,,
428,30495467,10700.0,403.07,10+ years,MORTGAGE,30000.0,Source Verified,Current,debt_consolidation,TX,21.83,0.0,Aug-2005,2354.22,INDIVIDUAL,,,29100.0
429,24806473,27750.0,827.57,n/a,MORTGAGE,73188.36,Verified,Current,debt_consolidation,CO,34.27,0.0,Aug-1976,8885.98,INDIVIDUAL,,,
430,12886351,19475.0,528.84,6 years,,105000.0,Verified,Charged Off,debt_consolidation,IL,30.53,1.0,May-2001,2541.07,INDIVIDUAL,,,41800.0
431,65757121,20000.0,480.12,10+ years,MORTGAGE,65000.0,Verified,Current,debt_consolidation,MN,24.56,2.0,May-1988,0.0,INDIVIDUAL,,,68600.0
432,3124725,35000.0,856.54,5 years,RENT,130000.0,Source Verified,Fully Paid,major_purchase,CA,6.49,0.0,Dec-2005,7698.98,INDIVIDUAL,,,33160.0
433,66501273,20000.0,625.72,3 years,RENT,58000.0,Verified,Current,credit_card,IN,12.25,1.0,Jan-1996,149.03,INDIVIDUAL,,,49000.0
434,52149199,4200.0,,7 years,RENT,36504.0,Not Verified,Current,debt_consolidation,FL,39.45,0.0,Feb-2003,331.01,INDIVIDUAL,,,11400.0
435,2310241,30000.0,811.61,7 years,MORTGAGE,68000.0,Source Verified,Charged Off,debt_consolidation,VA,31.43,2.0,Feb-1995,10230.96,INDIVIDUAL,,,17916.0
436,65231711,7500.0,245.51,1 year,RENT,45000.0,Source Verified,Current,credit_card,MA,18.05,1.0,Jan-2011,99.12,INDIVIDUAL,,,
437,16091544,35000.0,,8 years,MORTGAGE,94477.5,Verified,Current,debt_consolidation,AK,34.06,0.0,Apr-1992,7049.68,INDIVIDUAL,,,55100.0
438,18885968,15000.0,524.48,7 years,MORTGAGE,73200.0,Source Verified,Current,debt_consolidation,WA,10.13,0.0,Sep-1995,2808.96,INDIVIDUAL,,,7300.0
439,6175169,14000.0,334.68,10+ years,MORTGAGE,55000.0,Source Verified,In Grace Period,credit_card,IN,28.47,0.0,May-2002,4237.4,INDIVIDUAL,,,28200.0
440,50580585,23000.0,542.96,2 years,MORTGAGE,60000.0,Source Verified,Current,debt_consolidation,IN,27.37,0.0,Aug-2001,1990.54,INDIVIDUAL,,,31900.0
441,66603240,6425.0,227.64,10+ years,RENT,43000.0,Not Verified,Current,debt_consolidation,CA,14.29,0.0,Jun-1995,76.8,INDIVIDUAL,,,1900.0
442,28032392,35000.0,1223.77,7 years,MORTGAGE,375000.0,Verified,Current,debt_consolidation,FL,25.62,0.0,May-1980,5718.19,INDIVIDUAL,,,272900.0
443,1162986,22750.0,722.39,10+ years,MORTGAGE,85000.0,Source Verified,Fully Paid,credit_card,OH,15.47,0.0,Feb-1996,3017.75,INDIVIDUAL,,,
444,55575391,8750.0,293.52,4 years,RENT,40560.0,Not Verified,Current,debt_consolidation,MO,6.07,0.0,Aug-2002,516.68,INDIVIDUAL,,,
445,22283664,7500.0,253.98,2 years,,35000.0,Source Verified,Fully Paid,debt_consolidation,CA,31.41,0.0,Dec-2006,603.89,INDIVIDUAL,,,7200.0
446,771545,3600.0,88.49,5 years,RENT,27504.0,Source Verified,Current,debt_consolidation,MO,20.99,0.0,Sep-2001,1685.24,INDIVIDUAL,,,
447,1050656,25000.0,643.58,10+ years,MORTGAGE,80000.0,Verified,Fully Paid,debt_consolidation,NV,17.5,0.0,Dec-1994,3341.74,INDIVIDUAL,,,
448,11214928,28000.0,872.52,8 years,MORTGAGE,90000.0,Source Verified,Current,debt_consolidation,MN,21.37,0.0,Jun-1990,2922.07,INDIVIDUAL,,,107900.0
449,50304100,28000.0,843.22,4 years,OWN,282586.0,Not Verified,Current,home_improvement,NY,1.98,0.0,May-1979,793.21,INDIVIDUAL,,,26200.0
450,663164,22000.0,530.92,5 years,RENT,50000.0,Verified,Charged Off,debt_consolidation,CA,19.9,0.0,Jun-1997,7560.26,INDIVIDUAL,,,
451,3348734,35000.0,1197.75,10+ years,MORTGAGE,440000.0,Verified,Fully Paid,debt_consolidation,GA,10.31,0.0,Sep-1993,8012.46,INDIVIDUAL,,,58000.0
452,61612357,15000.0,,< 1 year,MORTGAGE,120000.0,Verified,Current,home_improvement,FL,15.86,2.0,May-1989,344.82,INDIVIDUAL,,,22750.0
453,6716863,12000.0,408.27,6 years,RENT,150000.0,Not Verified,Charged Off,debt_consolidation,NJ,17.76,0.0,Feb-2000,2297.02,INDIVIDUAL,,,19200.0
454,63264340,12000.0,371.96,10+ years,MORTGAGE,65000.0,Not Verified,Current,credit_card,TX,14.99,0.0,Aug-1991,155.49,INDIVIDUAL,,,35400.0
455,40372539,15000.0,,5 years,MORTGAGE,110000.0,Not Verified,Current,debt_consolidation,NC,3.48,0.0,May-1995,1741.67,INDIVIDUAL,,,21500.0
456,67429242,30000.0,1013.43,10+ years,MORTGAGE,74054.0,Source Verified,Issued,credit_card,MD,22.69,0.0,Oct-1996,0.0,INDIVIDUAL,,77.1,39200.0
457,2228658,14000.0,,5 years,RENT,60000.0,Not Verified,Charged Off,debt_consolidation,CA,12.75,0.0,May-2001,2095.83,INDIVIDUAL,,,16600.0
458,26559533,28000.0,852.2,2 years,MORTGAGE,250000.0,Source Verified,Current,credit_card,TX,10.57,0.0,Oct-1992,1726.8,INDIVIDUAL,,,102800.0
459,60751101,15000.0,462.41,1 year,,85000.0,Not Verified,Current,debt_consolidation,PA,23.7,0.0,Jan-2004,246.14,INDIVIDUAL,,,37100.0
460,493045,7500.0,233.32,< 1 year,RENT,25000.0,Not Verified,Fully Paid,credit_card,IL,19.92,0.0,Oct-1999,897.97,INDIVIDUAL,,,
461,46436374,28000.0,863.54,10+ years,OWN,84500.0,Source Verified,Current,debt_consolidation,MI,6.14,0.0,Oct-2001,1166.29,INDIVIDUAL,,,93800.0
462,584968,20000.0,443.48,10+ years,,65000.0,Verified,Charged Off,debt_consolidation,WA,10.49,0.0,Apr-1997,6404.61,INDIVIDUAL,,,
463,54393271,24000.0,542.28,7 years,MORTGAGE,86000.0,Source Verified,Current,credit_card,WV,,0.0,Feb-1996,1459.47,INDIVIDUAL,,,21300.0
464,12805696,4000.0,143.75,10+ years,MORTGAGE,50000.0,Source Verified,Current,vacation,CA,14.62,0.0,Jan-2005,970.17,INDIVIDUAL,,,12400.0
465,9774972,14000.0,470.71,1 year,RENT,120000.0,Source Verified,Fully Paid,debt_consolidation,TX,21.86,0.0,Jun-1980,439.41,INDIVIDUAL,,,
466,8580814,8000.0,250.33,10+ years,MORTGAGE,85000.0,Not Verified,Fully Paid,debt_consolidation,SC,15.63,0.0,Sep-1991,807.38,INDIVIDUAL,,,17000.0
467,44563542,7000.0,219.0,10+ years,MORTGAGE,43000.0,Not Verified,Current,debt_consolidation,OH,23.81,0.0,Aug-1987,366.51,INDIVIDUAL,,,43200.0
468,36178314,9000.0,311.95,7 years,MORTGAGE,84000.0,Not Verified,Current,debt_consolidation,CA,6.67,1.0,Apr-1996,1242.94,INDIVIDUAL,,,22600.0
469,58160487,12000.0,400.24,< 1 year,OWN,58500.0,Not Verified,Current,debt_consolidation,CA,13.09,0.0,Jun-1996,458.18,INDIVIDUAL,,,59100.0
470,14548543,24000.0,802.78,9 years,RENT,88000.0,Not Verified,Current,debt_consolidation,TX,23.41,0.0,Oct-1996,3953.58,INDIVIDUAL,,,37900.0
471,723522,6400.0,123.73,3 years,MORTGAGE,75000.0,Verified,Fully Paid,home_improvement,FL,3.09,0.0,Feb-2003,1042.32,INDIVIDUAL,,,
472,18964871,19000.0,446.94,4 years,MORTGAGE,102000.0,Source Verified,Current,car,FL,6.66,0.0,Sep-2008,3877.67,INDIVIDUAL,,,7500.0
473,56099282,15000.0,524.48,10+ years,MORTGAGE,51000.0,Source Verified,Current,debt_consolidation,AL,15.69,0.0,Jun-2005,919.21,INDIVIDUAL,,,
474,46762212,9600.0,322.04,10+ years,OWN,40000.0,Not Verified,Current,debt_consolidation,FL,27.63,0.0,Nov-1994,738.69,INDIVIDUAL,,,32100.0
475,39671450,11500.0,354.67,2 years,RENT,51600.0,Not Verified,Current,debt_consolidation,TX,14.1,0.0,Nov-2003,625.38,INDIVIDUAL,,,
476,10166711,14000.0,,1 year,MORTGAGE,89000.0,Not Verified,Current,credit_card,NY,9.83,1.0,Sep-1999,2391.5,INDIVIDUAL,,,14000.0
477,3624694,27050.0,676.2,3 years,MORTGAGE,61200.1,Verified,Fully Paid,credit_card,MN,25.55,0.0,Mar-1991,7787.53,INDIVIDUAL,,,56650.0
478,44906318,25000.0,509.07,2 years,MORTGAGE,100000.0,Source Verified,Fully Paid,debt_consolidation,AK,5.71,0.0,Jun-1997,1449.14,INDIVIDUAL,,,28100.0
479,13068111,6375.0,213.24,7 years,MORTGAGE,45000.0,Source Verified,Current,debt_consolidation,CO,13.28,0.0,May-1997,1050.17,INDIVIDUAL,,,4300.0
480,6167583,13475.0,449.82,2 years,RENT,53000.0,Verified,Fully Paid,debt_consolidation,AZ,23.23,0.0,Sep-2004,2047.38,INDIVIDUAL,,,20100.0
481,20689879,12000.0,406.36,10+ years,RENT,72000.0,Not Verified,Current,debt_consolidation,OR,14.58,0.0,Jul-1992,1874.9,INDIVIDUAL,,,16000.0
482,20117707,1200.0,43.13,2 years,RENT,38000.0,Not Verified,Charged Off,vacation,NY,27.7,0.0,Jun-1999,144.19,INDIVIDUAL,,,25300.0
483,10034617,1500.0,,10+ years,RENT,60000.0,Not Verified,Fully Paid,vacation,MO,21.62,1.0,Jun-2002,154.78,INDIVIDUAL,,,20000.0
484,42101444,14000.0,,10+ years,MORTGAGE,75000.0,Source Verified,Current,home_improvement,NY,8.08,0.0,Sep-2000,709.44,INDIVIDUAL,,,29300.0
485,65442728,10800.0,344.3,3 years,RENT,45000.0,Not Verified,Current,debt_consolidation,NY,27.68,0.0,May-1995,152.06,INDIVIDUAL,,,20100.0
486,59153544,34650.0,1227.63,10+ years,OWN,128000.0,Verified,Current,debt_consolidation,SC,18.99,0.0,Dec-1992,1769.26,INDIVIDUAL,,,55500.0
487,1097163,4925.0,164.58,< 1 year,OWN,24000.0,Not Verified,Fully Paid,credit_card,MI,23.75,0.0,Nov-2005,981.87,INDIVIDUAL,,,
488,67525205,7600.0,237.78,4 years,,38000.0,Not Verified,Current,debt_consolidation,NY,29.5,0.0,Mar-2003,0.0,INDIVIDUAL,,45.2,34600.0
489,65087878,10000.0,314.2,2 years,RENT,85000.0,Source Verified,Current,major_purchase,SC,18.52,1.0,Dec-1982,130.12,INDIVIDUAL,,,28700.0
